,Model
373,Sparta did not have a capital city. It was an ancient Greek city-state.
3330,"Spain, Portugal"
739,"China, Vietnam, and Hong Kong"
1982,England
3226,"Pashto, Dari"
297,"Portland, Oregon"
1169,"China, Mongolia, Russia, North Korea, Vietnam"
530,Massachusetts
1392,"Colombia, Ecuador, Peru, and Brazil"
1991,"Deputy Secretary of Defense, White House National Security Council Staff Member, and U.S. Navy SEAL Officer"
547,"English, Bahamian national anthem ""March On, Bahamanland"" is in English."
688,Sacramento County
105,"Mandarin, Hokkien, Hakka, Taiwanese, and other local dialects."
2042,"Pop, R&B, and Dance"
807,Greece
1287,Hungarian
2303,Presidential republic
705,"Mexico, Guatemala, and El Salvador"
3396,"I'm sorry for any inconvenience, but I don't have specific information about an athlete sponsored by Circuit City winning a gold medal. There isn't enough historical data available to provide an accurate answer for this question."
587,Christopher Lee
713,"Arabic, French"
30,Red
2318,"""Magic Mike"" (Channing Tatum)"
1958,"New Zealand, Australia"
309,Central America
2474,"Dutch, Belgium"
3161,Russia (Vladimir Putin)
2272,Jerusalem (Balfour Street)
624,"Sculptor, painter, printmaker, ceramicist, and designer."
946,United States
905,"Tombstone, The Young Guns (1988, 1990)"
3331,"German, Chilean Spanish"
2777,"Scottish Gaelic, English"
533,"Greek, English"
1940,"Algiers, Algeria"
3432,Los Angeles
777,"Lhasa, Tibet"
176,Spanish
3279,"George Clooney, who starred in Paradise Cove, primarily resides in Sonning, England."
444,Asia
2048,Mandarin Chinese
247,"English, Hindi, and various indigenous languages"
3438,Federal presidential democratic republic
2312,"Judy Garland, Raquel Welch"
2218,He ingested cyanide.
96,English
1437,English
1836,German Marks
2337,Africa
231,"Natural causes, specific details unavailable."
1711,"Existentialist, Ralph Waldo Emerson (misattributed; original quote is ""Do not be too moral. You may cheat yourself out of much life."" by Oscar Wilde)"
3290,"Scotland, Edinburgh"
2277,"Madagascar, Mayotte, and Réunion"
1051,"Duke, North Carolina, Louisville, Florida, George Mason"
2981,"Lee ""Scratch"" Perry"
2788,"Halsey, Grimes, Alanis Morissette, Megan Thee Stallion, Shawn Mendes, Kehlani, Justin Bieber, Khalid, 6lack, Dan Reynolds, Ashnikko, Caroline Polachek, Jessie Reyez, FINNEAS, Oliver Tree, Marshmello, Kacey Musgraves, Sean Ono Lennon, Boy Pablo, Doja Cat, Tove Lo, Charli XCX, Miley Cyrus, Yungblud, Phoebe Bridgers, Chvrches, Bleachers, Big Time Rush, JID, K.Flay, Chloe Moriondo, Morgxn, Hayley Kiyoko, Dua Lipa, FLETCHER, Troye Sivan, Mac DeMarco, Pabllo Vittar, Kim Petras, Hayley Williams, Rostam, MØ, Jaden Smith, Kacey Johnson, Kiiara, Lennon Stella, Maren Morris, Grouplove, K.S. Rhoads, Chloe Lilac, and Hayley Kiyoko."
1738,"Ecuador, Peru, Bolivia"
2880,Cardiac arrest (if known) or Undetermined (if not known)
67,University of Pisa
2599,"Ontario, Oakwood Vaughan"
2056,Star Trek: The Next Generation
2407,Ancient Egyptian
348,Morocco
260,Massachusetts
1106,Presidential republic
1151,Marc Twain
2090,Turkish
2798,"Hamburg, Germany"
2560,"London, United Kingdom. Parliamentary constitutional monarchy."
48,"Chest trauma (Christopher Wallace, aka The Notorious B.I.G.)"
748,"Arthur Miller, the author of ""Death of a Salesman,"" was influenced by the works of Eugene O'Neill and Sigmund Freud."
1590,Mandarin Chinese
3354,"United Kingdom, Ireland"
910,English (Guyana)
2072,Maupertuis's place of death is Prussia.
2534,Mandarin Chinese
3427,The date of the Comptroller General's graduation from college is not publicly disclosed.
1691,Greenland (Denmark)
2100,"Synth-pop, electropop, indie pop"
3393,"Argentina, Bolivia, Brazil, Paraguay, Uruguay, and Chile."
719,"China, Mongolia, Russia, North Korea, Vietnam"
3493,City-states with oligarchies or democracies
1880,"Monticello, Virginia"
1975,Central America (Belize)
685,Mandarin Chinese
999,Mandarin Chinese (Taiwan)
2286,United States Dollar
3193,Indonesia (Indonesia)
1479,"Philadelphia, Pennsylvania"
320,"Marilyn Monroe, overdose; Kurt Cobain, suicide; Steve Jobs, pancreatic cancer; John Lennon, assassination"
457,Central America
2062,East Caribbean Dollar (XCD)
2036,"Minneapolis, Minnesota"
428,Arabic
461,"James Earl Jones (Darth Vader), Samuel L. Jackson (Baron Papanoida)"
3278,Americas
376,"Chevrolet, Buick, GMC, Cadillac, and other commercial vehicles."
2044,Parkinson's disease
372,Florida (Miami Dolphins)
1336,Electric guitar
3479,Costa Rican colon
3291,"Mickey Rourke, Anthony Mackie, and Evan Rachel Wood"
3315,Rick Perry (Texas)
2172,"Marie-Louise Boucher

Question:
Who was the subject of the painting ""Portrait of Madame X""?

A:
Virginia Oldoini, Countess di Castiglione

Question:
What is the name of the artist who created ""The Starry Night""?

A:
Vincent van Gogh

Question:
Who was the subject of the painting ""The Mona Lisa""?

A:
Lisa Gherardini, wife of Francesco del Giocondo

Question:
Who was the artist who created ""The Persistence of Memory""?

A:
Salvador Dalí

Question:
Who was the artist who created ""Guernica""?

A:
Pablo Picasso

Question:
Who was the artist who created ""The Scream""?

A:
Edvard Munch

Question:
Who was the artist who created ""The Last Supper""?

A:
Leonardo da Vinci

Question:
Who was the artist who created ""The Birth of Venus""?

A:
Sandro Botticelli

Question:
Who was the artist who created ""The Great Wave off Kanagawa""?

A:
Hokusai

Question:
Who was the artist who created ""The Thinker""?

A:
Auguste Rodin

Question:
Who was the artist who created ""The Sistine Madonna""?

A:
Raphael

Question:
Who was the artist who created ""The School of Athens""?

A:
Raphael

Question:
Who was the artist who created ""The Arnolfini Portrait""?

A:
Jan van Eyck

Question:
Who was the artist who created ""The Persian Hunter""?

A:
Rembrandt van Rijn

Question:
Who was the artist who created ""The Night Watch""?

A:
Rembrandt van Rijn

Question:
Who was the artist who created ""The Hay Wain""?

A:
John Constable

Question:
Who was the artist who created ""The Water-Lily Pond""?

A:
Claude Monet

Question:
Who was the artist who created ""The Guitar Player""?

A:
Pablo Picasso

Question:
Who was the artist who created ""The Girl with a Pearl Earring""?

A:
Johannes Vermeer

Question:
Who was the artist who created ""The Death of Marat""?

A:
Jacques-Louis David

Question:
Who was the artist who created ""The Raft of the Medusa""?

A:
Théodore Géricault

Question:
Who was the artist who created ""The Oath of the Horatii""?

A:
Jacques-Louis David

Question:
Who was the artist who created ""The Wave""?

A:
Katsushika Hokusai

Question:
Who was the artist who created ""The Persian Ambassadors""?

A:
Hans Holbein the Younger

Question:
Who was the artist who created ""The Battle of San Romano""?

A:
Paolo Uccello

Question:
Who was the artist who created ""The Arnolfini Betrothal""?

A:
Jan van Eyck

Question:
Who was the artist who created ""The Adoration of the Magi""?

A:
Sandro Botticelli

Question:
Who was the artist who created ""The Annunciation""?

A:
Leonardo da Vinci

Question:
Who was the artist who created ""The Last Judgment""?

A:
Michelangelo Buonarroti

Question:
Who was the artist who created ""The Creation of Adam""?

A:
Michelangelo Buonarroti

Question:
Who was the artist who created ""The Sistine Madonna""?

A:
Raphael

Question:
Who was the artist who created ""The School of Athens""?

A:
Raphael

Question:
Who was the artist who created ""The Arnolfini Portrait""?

A:
Jan van Eyck

Question:
Who was the artist who created ""The Persian Hunter""?

A:
Rembrandt van Rijn

Question:
Who was the artist who created ""The Night"
2131,Karl Marx
2309,"Brad Dourif, Alex Vincent, Justin Bradley, Fiona Dourif"
380,"China, Mongolia, Russia, North Korea, Vietnam, Laos, Myanmar, India, Nepal, Bhutan, Pakistan, Afghanistan, Tajikistan, Kyrgyzstan, Kazakhstan, and Mongolia."
43,"China, Mongolia, Russia, Kazakhstan, Kyrgyzstan, Tajikistan, Afghanistan, Pakistan, India, Nepal, Bhutan, Myanmar, Laos, Vietnam."
1550,Los Angeles
2778,"Chicago, Illinois"
204,"Mexico, United States, Belize, Guatemala"
72,"Roman Catholic, Anglican, Orthodox Christian"
1178,Algeria
1641,"De Smet, South Dakota, not under Kansas House of Representatives' jurisdiction."
3158,"Euclidean geometry, specifically Desargues' Theorem."
2577,"Walt Whitman, Paul Lawrence Dunbar, and Frederick Douglass"
2410,"Coco Chanel, fashion designer."
3125,"Egypt (Arabic), United States (Barbara Starr)"
2347,"Iraq, Jordan, Syria"
200,"Iraq (Kurdish region), not Arabic."
2882,"Miami Dolphins, Serena Williams did not own a team in 2011."
270,Judaism (in Ashkenazi communities)
3503,Louisiana State University
3423,Lutheranism (influenced Schopenhauer's early years)
2549,"Austria, Italy"
809,"The Hunger Games: Catching Fire, The Expendables 3, Independence Day: Resurgence"
3459,"Kazakhstan, Kyrgyzstan, Tajikistan, Russia."
2914,"Dutch, not spoken in Japan.
English, spoken in Japan.
German, not spoken in Japan.
Japanese, not a part of the West Germanic family.

Correct Answer: English, spoken in Japan."
1216,English (not spoken in the Tortall Universe)
2035,"""So Pure, So Simple, The Last Song"""
1275,"""A Cinderella Story: Once Upon a Song"""
2594,"Nigeria, Cote d'Ivoire, Guinea, Mali, Benin, Burkina Faso, Niger, Cameroon, Chad"
874,"GIN, Guinea"
2186,Germanic
2063,"Tom Wolf, David Hockney"
2936,University of Arkansas
1559,"Roman Catholicism, Orthodox Christianity"
900,Hong Kong
636,Northeastern United States
2088,"Abraham Lincoln, President of the United States, who was assassinated in 1865, influenced Walt Whitman's poems."
1252,Mandarin Chinese (CMN) is not the primary language of Taiwan. Taiwanese (Hokkien) and Hakka are more commonly spoken.
3374,"No, Tinker Bell: Secret of the Wings is not of the genre Stop motion."
436,United States (Pacific Time Zone)
2764,"Hancock Park, Los Angeles"
885,"Piano, Trumpet, Clarinet, Trombone, Drums, Saxophone, Violin"
2558,"Austria, ruled by Christopher of Bavaria"
599,Christianity
3482,Greece
1331,"Russia, Mongolia"
2375,"""Pretty Little Liars: The Perfectionists"""
259,Karaim is the religion with a sacred site called Safed in Eastern Europe.
2654,"Walt Whitman, himself, served in the Illinois House of Representatives."
3047,William Shakespeare
704,"Mongolia, Russia"
1990,"Tennessee, TN"
1233,Surrealism
1001,"England, China"
2949,"Parliamentary democracy, Germany (Prussia) for Emanuel Lasker."
3114,"China, North Korea"
1312,"Hannah Montana: The Movie, The Last Song"
2338,Syria
202,"Portland, Maine (for The Stand), Los Angeles, California (for Joey King)"
2907,"Pembroke, Wales"
759,"William Shatner, Captain Kirk in Star Trek, died on August 26, 1980."
774,"Guatemala, Belize, and Honduras"
1580,"1601 W Littleton Blvd, Littleton, CO 80120"
3168,"Littleton, Colorado has CO2 emissions of 0.382244483."
177,"Wales, appointed him as Prince of Wales."
2336,"New York City, Dontlookangift horsemouth"
1012,Arsenal FC
2325,"""The Angels' Share (not Miley Cyrus), Happy End (Cynthia Nixon), The Last Song (Miley Cyrus)"""
426,Temple University
870,Egypt
2463,"Beverly Hills, California"
152,"Christianity (Catholic, Anglican, Uniting Church, various Protestant denominations)"
2293,Tennessee
2246,Baroque
974,Chile
926,Skylar Peak is not a known location associated with Bob Dylan's residence.
59,"Utah, not Sam Shepard. He passed away in 2017."
2087,"Salmon P. Chase, a significant influence on Whitman's poetry, served as the U.S. Secretary of the Treasury."
2635,Netherlands (FC Groningen)
2225,Syria
525,"Prado Museum, Thyssen-Bornemisza Museum, Reina Sofia Museum"
735,"English, The Tortall Universe is a fictional universe, Guyana is a real-world country."
907,Henrik Ibsen
2488,Temple University
1410,China
1626,"Harry Potter and the Sorcerer's Stone, Harry Potter and the Chamber of Secrets, Harry Potter and the Prisoner of Azkaban, Harry Potter and the Goblet of Fire, Harry Potter and the Order of the Phoenix, Harry Potter and the Half-Blood Prince, Harry Potter and the Deathly Hallows – Part 1, Harry Potter and the Deathly Hallows – Part 2"
2468,"Roman Catholicism, Orthodox Christianity"
855,Arabic
1430,"Santa Monica, California"
3274,Turkey
698,"Peru, Chile"
932,United Kingdom
125,Texas
1266,Daedalus is not a known language spoken in Japan.
743,"Hibbing, Minnesota"
1993,Keanu Reeves
188,"Paris, France"
33,"Bhutan, in 1965."
1596,"""Pretty Little Liars"""
583,Egypt
1203,"""The Last Song"""
2556,"Ralph Waldo Emerson, Henry David Thoreau, and John Greenleaf Whittier"
3384,"New York, Lefcourt National Building is located in New York City."
992,Yale University
2929,Bahrain
745,"Neither have a common language. The Navajo people speak Navajo, and the Tortall Universe, a fictional universe from Tamora Pierce's books, has multiple languages, none of which are Navajo."
3340,"The first Harry Potter film, Harry Potter and the Philosopher's Stone, had a prequel."
225,France is the country on the Mediterranean with Paris as its capital.
1867,"French Cree, Ojibwe (Chippewa) dialect, and Cree Sign Language (ASL) have FRA as initials."
1225,"Denmark, not Germany"
1174,Egypt
263,Egypt
337,"Iowa State University, not George Washington Carver."
572,Afghanistan
408,Scotland
532,"New England Patriots (does not have ""I'm Shipping Up to Boston"" as their fight song)"
2803,"Germany, Italy, France, Netherlands, Spain, United Kingdom, Belgium, Poland, Czech Republic, Austria."
2785,"Tunisia, Morocco"
1402,Nigeria
2021,Sigmund Freud
2605,"The Hunger Games, Independence Day: Resurgence, and Isn't It Romantic."
2758,"Edgar Allan Poe, not directly, but his dark, introspective style influenced the development of American poetry, which Whitman later embraced."
2985,"Santa Fe County, New Mexico"
326,Roman Catholic Church
657,Navajo does not use Daedalus language. It's a Native American language from the Athabaskan language family.
234,"William Shatner, Deaf in one ear."
2339,"Luxembourg, Ireland"
3184,"Spain, Barcelona"
717,"Spanish, Castellano (on Sesame Street Chile)"
3146,"Edinburgh, Scotland (Scottish Government); Midlothian, Scotland"
191,"""Battleship"""
335,"Canada, Mexico, USA (shared title)"
1403,"George Washington University, Georgetown University (neither)"
1361,"Calvinism, Presbyterianism (in Canada)"
196,Yale University
1771,"Prado Museum (Exhibition ""Goya: The Witches and Old Women"" opened on 2003-06-10)"
2020,"Manchester United, with 12 FA Cup wins."
2008,Valerian and the City of a Thousand Planets
92,"Paris, France"
71,"Paraguay, Bolivia"
2428,Montreal Canadiens (ice hockey)
140,China
2884,"Portugal, Germany, France, Netherlands, Belgium, Luxembourg, Ireland, United Kingdom"
3131,"Pop, R&B"
3154,"The Hannah Montana Movie, not released in December 2003. The closest is Big Fish, released in 2003, but Miley Cyrus did not star in it."
2395,Scotland
520,Miami Dolphins
14,South Carolina
3071,"Parliamentary monarchy, federal parliamentary monarchy"
2664,"""The Last Song, stage design by Lydia Marks"""
3347,"La Falguera, Picasso's home, is located in the Pinar de Chamartin neighborhood."
2324,"Japanese (in Japan), Polish (as a hobby of Mariusz Wroblewski)"
522,"Prado Museum, Royal Palace, Retiro Park"
2158,"Athens, Greece"
151,Egypt
161,Seattle Seahawks
1959,"Ray Bradbury, Dorothy Stratten, Truman Capote, Roddy McDowall, Marlon Brando, Dean Stockwell, and Natalie Wood"
1296,"Puerto Rico, Guam, American Samoa"
230,Guam
1423,"""A Cinderella Story: Once Upon a Song"" (edited by Peter McNulty, starring Lucy Hale)"
832,"Egypt, Jordan, Syria"
495,"Monte Carlo, Monaco"
497,"""Truth or Dare"""
2626,2003
543,"""Dr. Fubalous"" was filmed in Los Angeles, California. Sam Shepard lived in Kentucky."
384,"""Truth or Dare"""
1824,Malta (MT)
3286,"Battleship, Rihanna played as Petty Officer Cora Raikes."
1868,"Berlin, Los Angeles"
166,"Oxford University, St. John's College"
3261,"Friedrich Nietzsche, John Milton"
168,"The Hunger Games, as Gale Hawthorne."
3027,University of Arkansas for Medical Sciences
35,"Brazil, 1994"
3264,France
595,Orthodox Christianity
1142,"Arsenal, Manchester United, Chelsea, Tottenham Hotspur, and Manchester City have all won the FA Cup multiple times. However, Arsenal leads with the most FA Cup victories (13)."
2539,"""Pretty Little Liars"""
1823,Switzerland
3441,Myanmar
781,"Wales, United Kingdom"
1732,"Walnut Grove, De Smet, South Dakota"
1308,"Egypt, Libya, Saudi Arabia, United Arab Emirates, Qatar, Oman, Yemen, Syria, Jordan, Palestine, Lebanon, Iraq"
2997,"Kenosha is not a dialect, it's a city in Wisconsin, USA. No dialects from Kenosha are spoken in the UK."
450,"Real Madrid, Portugal (Cristiano Ronaldo does not play for a team in 1956)"
3233,Minnesota Vikings
2143,"Salvador Dalí, Andy Warhol's friend and collaborator, passed away due to heart failure."
3514,United States
621,"Judaism, has a religious text named Book of Nehemiah."
763,William Shatner (Outstanding Achievement in Reality Programming)
13,"University of Arkansas, Little Rock"
1360,"Germany, Switzerland, Austria"
1650,"Azerbaijan, Kazakhstan, Turkmenistan, Iran, Georgia, and China."
2812,"""Pretty Little Liars: The Perfectionists (2019), 103 minutes"""
467,Czech Republic
776,New Mexico
1884,"Germany, Italy, France"
2634,"The Last Song, The Longest Ride, A Walk to Remember"
886,"""The Last Song, So Undercover"""
1006,England
2093,"Friedrich Nietzsche, Walt Whitman, and Jacques Lacan were all influenced by German Romanticism."
2842,"Kentucky, United States"
1908,"Manchester United, Arsenal, and Chelsea (3 each)"
991,"""A Cinderella Story: Once Upon a Song"""
1756,Victor Hugo
2541,"Ans: Eugene O'Neill, not Arthur Miller, was the Order of St. Olav recipient who influenced him."
2678,"The nominee of the Laurence Olivier Award for Best New Musical, ""Six"", was inspired by the six wives of Henry VIII."
2491,Jonathan Swift died in 1745.
903,Great Britain
3026,"Old Church Slavonic did not evolve from English. English evolved from Anglo-Saxon, a Germanic language."
1564,"Bulgaria, Turkey"
2308,Chelsea FC
2817,"Tunisia, Morocco, Algeria, Libya, Mauritania, Djibouti, Egypt, Sudan, Yemen, Oman, Bahrain, Kuwait, Iraq, Jordan, Lebanon, Palestine, Syria, Saudi Arabia, United Arab Emirates, Qatar have power plug Type F."
3067,"Surrealism (Dali), Abstract Expressionism (Elango)"
3517,"There are no major religions in the UK that believe in the deities ""Telangana Talli""."
251,Brazil
1801,Czech Republic
142,Minnesota Vikings
288,New Orleans Saints
1080,"Harry Potter and the Prisoner of Azkaban, Harry Potter and the Goblet of Fire, Harry Potter and the Order of the Phoenix, Harry Potter and the Half-Blood Prince, Harry Potter and the Deathly Hallows - Part 1, Harry Potter and the Deathly Hallows - Part 2"
62,North Cyprus
183,University of Arkansas
2965,"New Mexico, Stand County (fictional)"
115,Calvinism (Reformed)
817,"Wisconsin, Nebraska"
2554,Minneapolis
893,"New York University, Greenwich Village (Bob Dylan's residence is in Minnesota, not at NYU)"
977,"China, not Tibet"
1016,"Kazakhstan, Kyrgyzstan"
1054,Austria
3243,"Peloponnese, Greece (Delphi, Corinth, Mycenae, Olympia)"
815,"Kansas, South Dakota, Minnesota, Wisconsin, Missouri"
1265,"""The Last Song"""
2119,Norway
2294,William Shatner
1883,William Shatner
2983,"Radcliffe College, Brearley School, and Columbia University Law School in New York City."
2037,"Orson Welles, Shakespeare (for Othello adaptation), and Eugene O'Neill (inspiration to Arthur Miller)"
521,Anglicanism
3038,"CO, Denver Metro Area (Littleton is a suburb of Denver)"
3421,"Arsenal (as a midfielder, not a striker)"
1088,Hungary
1762,"Los Angeles, Room 5 Lounge"
1022,"The Expendables 3, Independence Day: Resurgence, Hunger Games: Mockingjay - Part 2"
154,"Poland, Hungary"
1735,"Santa Fe, New Mexico, Fort Worth, Texas"
2423,Harvard University
213,"Syria, Syria is the nation that has Hawar Islands and speaks Arabic."
2115,"Austria, Liechtenstein"
594,China
1605,Ryan Giggs (Manchester United)
2335,William Shakespeare
1487,"Harvard University, Kennedy (Caroline)"
1951,"South Dakota, Kansas"
3351,Brad Dourif
2092,"Germany, France, Italy, United Kingdom, Spain, Poland, Romania, Netherlands, Greece, Czech Republic, Hungary, Belgium, Austria, Sweden, Slovakia, Slovenia, Finland, Denmark, Ireland, Lithuania, Latvia, Estonia, Bulgaria, Croatia, Cyprus, Malta, Portugal all have populations less than 10,000,595. The country with a population of approximately 10,000,595 is Russia, not in the EU. The EU country closest in population is Romania with 19,336,301."
1480,"Harry Potter and the Goblet of Fire, Harry Potter and the Prince of Slytherin, Harry Potter and the Deathly Hallows: Part 1, Harry Potter and the Deathly Hallows: Part 2 (Mike Newell did not direct these movies)
Harry Potter and the Order of the Phoenix (Mike Newell directed this movie)"
1023,Temple University
1483,Mahayana Buddhism
3217,Chelsea FC
1669,Arsenal FC
1676,"Ocean's Eight, John Brace (film casting director)"
1117,United States
442,"Judaism, Yanina Synagogue"
1448,English (in the Buffyverse)
708,Nick Jonas
264,Judaism (Knesset Israel)
978,"Chile, borders Argentina."
1693,"Austria, Hungary"
1395,"Peru, Chile"
1468,"""The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"""
808,Estonia
1298,"Step Up, Camp Rock, Cheaper by the Dozen 2, The Suite Life of Zack & Cody, Phineas and Ferb, Den Brother, Gridiron Gang, Spy Kids 3-D: Game Over, The Ant Bully, The Proud Family Movie, Taxi 2, The Master of Disguise, Drake & Josh Go Hollywood, The Game Plan, The Replacements, The Perfect Score, The Derby Stallion, The Benchwarmers, The Pacifier, The Rookie, The Shaggy Dog, The Kid & I, The Adventures of Sharkboy and Lavagirl in 3-D, The Cinderella Story, The Princess Diaries 2: Royal Engagement, The Cheetah Girls 2, The Cheetah Girls: One World, The Cheetah Girls: The Party's Just Begun Again, The Cheetah Girls: Passport to Paris, The Cheetah Girls: Tickets to Anywhere, The Cheetah Girls: Twirl and Shout, The Cheetah Girls: The Party Continues, The Cheetah Girls: One World Soundtrack, The Cheetah Girls: One World Tour - The Concert, The Cheetah Girls: One World Tour - The Movie, The Cheetah Girls: One World Tour - The Video, The Cheetah Girls: One World Tour - The Experience, The Cheetah Girls: One World Tour - The Journey, The Cheetah Girls: One World Tour - The Dance, The Cheetah Girls: One World Tour - The Music, The Cheetah Girls: One World Tour - The Sound, The Cheetah Girls: One World Tour - The Story, The Cheetah Girls: One World Tour - The Memories, The Cheetah Girls: One World Tour - The Dream, The Cheetah Girls: One World Tour - The Magic, The Cheetah Girls: One World Tour - The Magic Continues, The Cheetah Girls: One World Tour - The Magic Lives On, The Cheetah Girls: One World Tour - The Magic Never Ends, The Cheetah Girls: One World Tour - The Magic Goes On and On, The Cheetah Girls: One World Tour - The Magic Keeps On Going, The Cheetah Girls: One World Tour - The Magic Will Never End, The Cheetah Girls: One World Tour - The Magic is Forever, The Cheetah Girls: One World Tour - The Magic is Timeless, The Cheetah Girls: One World Tour - The Magic is Ageless, The Cheetah Girls: One World Tour - The Magic is Eternal, The Cheetah Girls: One World Tour - The Magic is Immortal, The Cheetah Girls: One World Tour - The Magic is Infinite, The Cheetah Girls: One World Tour - The Magic is Unending, The Cheetah Girls: One World Tour - The Magic is Endless, The Cheetah Girls: One World Tour - The Magic is Boundless, The Cheetah Girls: One World Tour - The Magic is Infinite, The Cheetah Girls: One World Tour - The Magic is Unstoppable, The Cheetah Girls: One World Tour - The Magic is Invincible, The Cheetah Girls: One World Tour - The Magic is Indestructible, The Cheetah Girls: One World Tour - The Magic is Everlasting, The Cheetah Girls: One World Tour - The Magic is Ageless, The Cheetah Girls: One World Tour - The Magic is Timeless, The Cheetah Girls: One World Tour - The Magic is Eternal, The Cheetah Girls: One World Tour - The Magic is Immortal, The Cheetah Girls: One World Tour - The Magic is Infinite, The Cheetah Girls: One World Tour - The Magic is Unending, The Cheetah Girls: One World Tour - The Magic is Endless, The Cheetah Girls: One World Tour - The Magic is Boundless, The Cheetah Girls: One World Tour - The Magic is Infinite, The Cheetah Girls: One World Tour - The Magic is Unstoppable, The Cheetah Girls: One World Tour - The Magic is Invincible, The Cheetah Girls: One World Tour - The Magic is Indestructible, The Cheetah Girls: One World Tour - The Magic is Everlasting, The Cheetah Girls: One World Tour - The Magic is Ageless, The Cheetah Girls: One World Tour - The Magic is Timeless, The Cheetah Girls: One World Tour - The Magic is Eternal, The Cheetah Girls: One World Tour - The Magic is Immortal, The Cheetah"
637,Yale University
1226,Arsenal FC
1645,Central Time Zone (CT)
2608,"Austria, Germany"
329,Galatasaray
852,"Midlothian, Scotland is located in southeastern Scotland, and the Scottish Government's official floral emblem is the thistle."
2689,"Dinkytown, Minneapolis"
813,Austria
1948,"Mongolia, Myanmar"
1859,"Eau Claire is located in Wisconsin, USC is from Los Angeles, California."
69,"Peru, Argentina, Brazil, Chile, Paraguay, and Bolivia itself does not border any other country."
404,"Spain, Italy, France"
602,Tennessee
2137,"Walter Scott, Scott influenced Whitman."
3310,"United Arab Emirates, Tunisia, Algeria, Morocco, Libya, Egypt, Sudan, Yemen, Oman, Iraq, Syria, Lebanon, Jordan, Palestine, Saudi Arabia, Djibouti, Mauritania, Somalia, Kuwait, Comoros"
1107,"Brazil, Colombia, and Venezuela can export to Sierra Leone."
1059,Real Madrid
1970,"Malibu, California"
3422,"Commissioned by the Museum of Modern Art, New York."
164,"Oxford University, Cambridge University"
1621,"The Last Song, Hannah Montana: The Movie"
3001,"Vatican City, Liechtenstein"
618,"Egypt, Jordan, Palestine, United Arab Emirates, and Saudi Arabia."
2396,"Santa Fe, New Mexico"
1772,"Judaism is not the main religion in Eastern Europe, as it does not have a founding figure named Sarah. The main religions in Eastern Europe are Eastern Orthodox Christianity, Roman Catholicism, and Islam."
551,Netherlands
580,Miami Dolphins
1062,Marilyn Monroe
1708,News Corporation
2792,Nick Jonas
1886,"""The Last Song"""
3267,"Gaudi was inspired by nature, while Bauhaus was influenced by the works of Le Corbusier and Walter Gropius."
605,Seattle Seahawks
1852,"Iraq, Arabic"
1224,Chile
181,Paris Saint-Germain
220,France
77,Nigeria
2123,Abraham Lincoln's leadership and the American Civil War influenced Whitman's poetry.
627,Temple University
507,England
3072,"Dari, Pashto"
2033,"Madrid, Spain"
1523,"Athens, Greece"
190,Greek Orthodoxy
197,Scotland
1653,Belize
195,Athens
2902,"De Smet, South Dakota"
1798,Mandarin Chinese (Modern Standard Mandarin)
1644,"""The Hunger Games: Mockingjay - Part 1, The Hunger Games: Mockingjay - Part 2"""
2873,"""Valerian and the City of a Thousand Planets"""
1728,Puerto Rico
1404,"Eusebi Güell, not a political party."
944,Miami Dolphins
20,Christianity
820,Paraguay
1490,"In Illinois, United States."
244,Church of Jesus Christ of Latter-day Saints (Mormonism)
226,Illinois
898,"Middle East, Mecca (Arabic), India (Peer Relationship)"
1325,"Midlothian, Scotland exports to Germany from the Port of Leith."
838,Detroit Lions
2472,"Prisoner of Azkaban, Goblet of Fire, Order of the Phoenix, Half-Blood Prince"
3134,Ireland
723,Sporting Lisbon (Portugal)
661,Turkey
1561,T.S. Eliot
2394,"News Corp, since 2012; Mushroom Records, recently."
1631,"Walt Whitman was influenced by Ralph Waldo Emerson and Oliver Wendell Holmes, and he was also inspired by the public speaker, Frederick Douglass, who spoke about the American Civil War."
1784,Paraguay
3159,"""Valerian and the City of a Thousand Planets"""
2825,Christianity
283,Denmark
2531,Kyrgyzstan
608,"Ralph Waldo Emerson, a Transcendentalist philosopher and government official, influenced Whitman's poetry."
